x_mm,y_mm,z_mm
886.6998478642209,83.08492044623304,0.0
886.8165467732557,82.09328518839364,0.0
886.9159616006586,81.09976760402027,0.0
886.9985333683554,80.10470794459196,0.0
887.0647036098866,79.10842254872657,0.0
887.1149123929068,78.11120472891218,0.0
887.1495966022549,77.11332574751266,0.0
887.1691884675636,76.11503585395245,0.0
887.1741143207238,75.11656535887651,0.0
887.1647935827382,74.11812572449654,0.0
887.141637958095,73.1199106525884,0.0
887.1050507974518,72.1220971557872,0.0
887.0554266077031,71.12484660177417,0.0
886.993150692675,70.1283057224231,0.0
886.9185989088126,69.13260758199458,0.0
886.8321375214466,68.1378725001759,0.0
886.7341231484772,67.14420892718769,0.0
886.6249027795752,66.15171426935447,0.0
886.5048138602396,65.16047566448337,0.0
886.3741844312402,64.1705707072287,0.0
886.2333333150281,63.18206812465075,0.0
886.0825703419707,62.195028404357664,0.0
885.9221966098427,61.20950437492972,0.0
885.7525047713082,60.225541741705655,0.0
885.5737793446888,59.24317957917043,0.0
885.3862970441421,58.26245078196276,0.0
885.190327125339,57.283382476548496,0.0
884.9861317398463,56.305996396426835,0.0
884.7739662960236,55.33030922296808,0.0
884.5540798288829,54.356332892988135,0.0
884.3267153784292,53.384074874618825,0.0
884.0921103757569,52.41353841301974,0.0
883.8504970365545,51.4447227473618,0.0
883.6021027620166,50.47762330037686,0.0
883.3471505474936,49.5122318416303,0.0
883.0858593995315,48.54853662552833,0.0
882.8184447622658,47.58652250492528,0.0
882.5451189544419,46.62617102104443,0.0
882.266091618646,45.667460470274364,0.0
881.9815701846677,44.710365948246476,0.0
881.6917603492377,43.754859371443125,0.0
881.3968665747689,42.80090947642708,0.0
881.0970926101068,41.84848179661888,0.0
880.792642036747,40.89753861639694,0.0
880.4837188448989,39.9480389019626,0.0
880.170528047813,38.999938206983394,0.0
879.8532763416179,38.05318855167307,0.0
879.5321728131216,37.107738275088636,0.0
879.2074297013776,36.16353185990273,0.0
878.8792632201017,35.2205097274231,0.0
878.5478944512477,34.27860800683575,0.0
878.2135503149526,33.33775826470459,0.0
877.8764646320576,32.39788720863106,0.0
877.5368792877008,31.45891635268532,0.0
877.1950455112269,30.520761647148518,0.0
876.8512252878033,29.583333070605672,0.0
876.505692919297,28.646534183412662,0.0
876.1587367540728,27.710261642051925,0.0
875.8106611079621,26.774404675620282,0.0
875.4617883989454,25.838844521379386,0.0
875.1124615267624,24.90345383518031,0.0
